fecha,hora,destino,compañia,tipo_vuelo,tipo_avion,registro,id_aeronave,total_ocupantes,pasajeros_a_bordo,tripulacion_a_bordo,fallecidos,pasajeros_fallecidos,tripulacion_fallecida,fallecidos_en_tierra,resumen,pais,anio,mes,categoria,sobrevivientes
1972-05-29,13:28,"Cruzeiro do Sul Acre, Brazil",Amazonese Importacao e Exportacao,Cruzeiro do Sul - Rio Branco,Lockheed 049 Constellation,PP-PDG,2037,18.0,15.0,3.0,9.0,6.0,3.0,0.0,"The cargo plane cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle.",Brazil,1972,5,other cause,9.0
1972-06-05,13:45,"Near Pleiku, Vietnam",Air America,Hue - Pleiku - Buôn Ma Thuot - Saigon,Curtiss C-46A,EM2,30460,32.0,29.0,3.0,32.0,29.0,3.0,0.0,The crew failed to realize his altitude was too low when the airplane struck the slope of a mountain located few km from the airport.,Vietnam,1972,6,other cause,0.0
1972-06-13,12:43,"Santiago, Chile",Aerolineas Flecha Austral,sin dato,Curtiss C-46D,CC-CDU,33369,3.0,0.0,3.0,3.0,0.0,3.0,0.0,On approach the cargo plane struck El Ovejero mountain.,Chile,1972,6,other cause,0.0
1972-08-16,13:45,"Near Sandoway, Burma",Burma Airways,Sandoway - Rangoon,Douglas DC-3 (C-47A-DK),XY-ACM,26979,31.0,27.0,4.0,26.0,22.0,4.0,0.0,Lost control soon after it took off and crashed into the sea.,Burma,1972,8,collision,5.0
1972-08-27,13:50,"Canaima, Venezuela",Lineas Areas Venezolanas,Canaima - C iudad,Douglas C-47-DL,YV-C-AKE,4705,34.0,31.0,3.0,34.0,31.0,3.0,0.0,The aircraft crashed while the crew was returning to the airport after experiencing a No.1 engine failure.,Venezuela,1972,8,collision,0.0
1972-09-01,12:56,"Mt. Giluwe, Papua, New Guinea",Ansett Airlines of Papua New Guinea,sin dato,Shorts SC-7 Skyvan 3-300,VH-PNI,SH-1840,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"While on a VFR flight, the aircraft, struck  Mt. Giluwe at  14,346 feet. Cause undetermined.",sin dato,1972,9,other cause,0.0
1972-09-24,12:27,"Sacramento, California",Private,sin dato,F-86 Sabrejet,N275X,sin dato,1.0,0.0,1.0,0.0,0.0,0.0,22.0,"A World War II vintage Sabrejet fighter leaving an air show at Executive Airport was unable to get airborn and crashed into a Farrell's Ice Cream Parlor on Freeport Blvd. Twenty-two people on the ground, including 12 children were killed. The pilot, was pulled from the wreckage by a bystander and survived. The pilot tried to lift off too quickly, pointing the nose of the jet three times higher than the normal angle. Instead of becoming airborne sooner, the plane had trouble getting off the ground.",California,1972,9,collision,1.0
1972-09-24,12:36,"Near Ben Cat, South Vietnam",Air Vietnam (South Vietnam),Vientiane - Saigon,Douglas C-54D-1-DC,XV-NUH,10588,13.0,8.0,5.0,10.0,6.0,4.0,0.0,Crashed 23 miles from Saigon while attempting an emergency landing.,sin dato,1972,9,collision,3.0
1972-10-02,13:01,"Kampot, Cambodia",Cambodia Air,sin dato,Douglas DC-3,XW-TDA,13729,9.0,7.0,2.0,9.0,7.0,2.0,0.0,Shot down by a mortar shell while approaching to land at Kampot.,Cambodia,1972,10,other cause,0.0
1972-10-23,12:51,"Tanna, Vanuatu",Air Melanesie,Lenakel - Port Vila,Britten-Norman BN-2A-6 Islander,F-OCRH,221,8.0,7.0,1.0,1.0,1.0,0.0,0.0,"After takeoff from Lenakel Airport, en route to Port Vila, the pilot wanted to show cattle to a passenger and decided to reduce his altitude when the twin engine airplane struck trees. Pilot error.",Vanuatu,1972,10,pilot error,7.0
1972-12-21,13:10,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,Guadeloupe - St. Maarten,de Havilland Canada DHC-6 Twin Otter 300,F-OGFE,258,13.0,11.0,2.0,13.0,11.0,2.0,0.0,Crashed on approach into the sea at night.,sin dato,1972,12,collision,0.0
1973-01-27,12:43,"Near Tegucigalpa, Honduras",TAN,Miami - Tegucigalpa,Douglas DC-6A,HR-TNO,45476/977,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The cargo plane crashed and burned ten miles from the destination airport.,Honduras,1973,1,collision,0.0
1973-01-29,13:36,"Near Kyrenia, Cyprus",Egyptair,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37.0,30.0,7.0,37.0,30.0,7.0,0.0,Crashed into the Kyrenia Mountains while on approach. Controlled flight into terrain.,Cyprus,1973,1,collision,0.0
1973-02-21,13:45,"Cerro Horqueta, Panama",Aerovias Urraca,David - Changuinola,Douglas DC-3,HP-560,19242,28.0,25.0,3.0,22.0,19.0,3.0,0.0,Flew into Cerro Horqueta Mountain. Controlled flight into terrain.,Panama,1973,2,other cause,6.0
1973-02-28,13:05,"Near Nabire, Indonesia",Merpati Nusantara Airlines,sin dato,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13.0,10.0,3.0,13.0,10.0,3.0,0.0,Crashed while en route 45 km east of Nabire.,Indonesia,1973,2,collision,0.0
1973-03-15,12:43,"Hyderabad, India",Indian Airlines,Training,HAL-748-224,VT-EAU,541,3.0,0.0,3.0,3.0,0.0,3.0,0.0,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.,India,1973,3,fire,0.0
1973-04-18,13:15,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,19.0,16.0,3.0,4.0,2.0,2.0,0.0,The chartered American/Canadian tour group's plane crashed on takeoff.,Afghanistan,1973,4,collision,15.0
1973-05-29,12:46,"Near Rimouski, Prov. Quebec, Canada",Air Gaspé,sin dato,Douglas DC-3,CF-QBB,10081,4.0,1.0,3.0,4.0,1.0,3.0,0.0,"the crew failed to realize their altitude was too low when the plane struck a tree and crashed, 5 km southeast of Rimouski.",Canada,1973,5,collision,0.0
1973-06-09,11:57,"Rio de Janeiro, Brazil",Varig,sin dato,Boeing 707-327C,PP-VLJ,19106/502,4.0,0.0,4.0,2.0,0.0,2.0,0.0,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.,Brazil,1973,6,other cause,2.0
1973-07-04,13:05,"Near Shakhtyorsk, Russia",Aeroflot,Yuzhno -Shakhtyorsk,Ilyushin IL-14,CCCP-91534,147001150,18.0,13.0,5.0,18.0,13.0,5.0,0.0,"Controlled flight into terrain, 53 km south of Shakhtyorsk. The crew descended below a safe altitude during the approach.",Russia,1973,7,other cause,0.0
1973-09-11,13:49,"Moganik, Yugoslavia",JAT Yugoslav Airlines,Skopje - Titograd,Aerospatiale Caravelle 6N,YU-AHD,151/149,41.0,35.0,6.0,41.0,35.0,6.0,0.0,"The aircraft struck Moganik Mountain at 6,300 ft., while descending. Controlled flight into terrain.",Yugoslavia,1973,9,other cause,0.0
1973-09-30,12:51,"Miritituba, Brazil",Aeronorte,Itaituba - Jacareacanga,Douglas DC-3A,PT-CEV,20182,9.0,5.0,4.0,9.0,5.0,4.0,0.0,"The crew started the takeoff roll at a point 200m down the runway, with a runway distance remaining of 1080m. After taking off, the DC-3 climbed slowly, entered a right turn, stalled and crashed in flames.  Power loss on one or both engines, due to maintenance deficiencies or fuel contamination.",Brazil,1973,9,collision,0.0
1973-11-02,12:57,"Villavicencio, Colombia",Lineas Aéreas La Urraca,Arauca - Cucuta,Handley Page HPR-7 Herald 101,HK- 718,150,16.0,12.0,4.0,6.0,3.0,3.0,0.0,The aircraft crashed after diverting to Villavicencio after experiencing hydraulic problems and having to feather the No. 1engine.,Colombia,1973,11,collision,10.0
1973-12-28,12:54,"Durban, South Africa",Executive Funds,sin dato,Douglas DC-3,ZS-DAK,1498,25.0,22.0,3.0,1.0,1.0,0.0,0.0,"The No.1 engine failed while the DC-3  turned onto final approach.  Shortly thereafter,  the No.2 engine also failed. The aircraft was turned towards a beach and was ditched successfully. One  non-swimming passenger  drowned.",sin dato,1973,12,other cause,24.0
1974-01-06,12:46,"Unduavi, Bolivia",Servicios Aéreos Boliviano,San Borja - La Paz,Curtiss C-46F,CP-990,22490,4.0,1.0,3.0,4.0,1.0,3.0,0.0,The cargo plane hit a mountain en route.,Bolivia,1974,1,other cause,0.0
1974-02-22,11:45,"Baltimore, Maryland",Delta Air Lines,Baltimore - Atlanta,Mc Donnell Dougals DC-9,sin dato,sin dato,15.0,10.0,5.0,1.0,0.0,1.0,0.0,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed the copilot and seriously wounded the pilot. He was wounded  by a security guard and soon after killed himself. The plane never left the ground.",Maryland,1974,2,other cause,14.0
1974-02-23,12:52,"San Francisco de Moxos,  Bolivia",SAVCO,Trinidad - Oruro,Curtiss C-46A-45-CU,CP-1052,30195,7.0,4.0,3.0,7.0,4.0,3.0,0.0,Severe turbulence possibly caused the failure of ropes securing cargo. The center of gravity shifted causing a loss of control. The wreckage was found 2 days later.,Bolivia,1974,2,other cause,0.0
1974-03-08,13:15,"Hanoi, Vietnam",Pathet Lao Airlines,Saigon - Hanoi,Antonov An-24,XW-TCA,87304508,18.0,15.0,3.0,18.0,15.0,3.0,0.0,"Fifiteen journalists aboard for an Asian tour. On approach to Hanoi Airport, the aircraft crashed for unknown reasons.",Vietnam,1974,3,collision,0.0
1974-05-31,12:46,"Rankin Inlet, Canada",Lambair,Thompson - Rankin Inlet,Bristol 170 Freighter 31E,CF-QWJ,13078,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The cargo plane suffered an engine failure and spiraled into the ground.,Canada,1974,5,engine failure,0.0
1974-06-27,12:39,"Battambang, Khmer Republic",Cambodia Air,Battambang - Phnom Penh,Boeing 307B-1 Stratoliner,XW-TFR,1999,39.0,33.0,6.0,19.0,17.0,2.0,0.0,Crashed during takeoff and burned after 3 engines failed. Mechanical failure due to improper maintenance procedures. Insufficient training of cabin crew.,sin dato,1974,6,collision,20.0
1974-07-27,12:43,"Near Moc Hoa, Vietnam",Air Amercia,Phnom Penh - Siagon,Fairchild C-123K,ST-4,20304,5.0,1.0,4.0,5.0,1.0,4.0,0.0,The cargo plane was struck by a surface-to-air missile.,Vietnam,1974,7,other cause,0.0
1974-08-05,13:09,"Mt. Apica, PQ, Canada",Laurentian Air Services,LaTuque - St. Honore,Douglas DC-3,C-FTAT,11850,11.0,8.0,3.0,5.0,2.0,3.0,0.0,Struck  the slope of Mont-Apica located 67 km southwest of saint-Honoré Airport.,Canada,1974,8,other cause,6.0
1974-08-18,13:23,"Near Kisangani, Zaire",Military - Zairean Air Force,Kinshasa - Kisangani,Lockheed C-130H,9T-TCD,4422,31.0,24.0,7.0,31.0,24.0,7.0,0.0,"During a night time approach to Kisangani Airport, the plane crashed in unknown circumstances few km from the runway threshold",Zaire,1974,8,collision,0.0
1974-09-07,14:04,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,bang - Bandar Lampung - Jakarta,Fokker F-27 Friendship 600,PK-GFJ,10422,39.0,36.0,3.0,36.0,33.0,3.0,0.0,Crashed into a building while landing during poor weather conditions. The plane was blown against the building by a strong gust of wind.,Indonesia,1974,9,collision,3.0
1974-11-15,11:54,"Manila, Philippines",Orient Air System and Integrated Services,sin dato,Douglas C-47A-30,RP-C570,25452/14007,8.0,5.0,3.0,1.0,1.0,0.0,0.0,The No.2 prop was feathered when the engine failed after taking off. The aircraft lost altitude during a 180 degree turn and a forced landing was made in a rice field.,Philippines,1974,11,other cause,7.0
1974-11-22,12:41,"Barcelona, Spain",Alpa Servicios Aéreos,sin dato,Cessna 500 Citation I,EC-CGG,500-0108,4.0,0.0,4.0,4.0,0.0,4.0,0.0,Crashed during takeoff.,Spain,1974,11,collision,0.0
1974-12-11,12:58,"Near Old Harbors, Alaska",Kodiak Airways,Old Harbor - Kodiac,Grumman G-21,N1583V,1125,5.0,4.0,1.0,5.0,4.0,1.0,0.0,Disappeared en route. Never found.,Alaska,1974,12,other cause,0.0
1974-12-29,13:37,"Near Sibiu, Romania",Tarom,Oradea - Sibiu - Bucharest,Antonov AN-24RV,YR-AMD,27307606,33.0,28.0,5.0,33.0,28.0,5.0,0.0,"Crashed into Lotru mountains, 22 km south of Sibiu after drifting 20 km off course by winds and turbulence. Wrong decisions on part of the flying crew who adopted a wrong approach configuration, causing the aircraft to drift.",Romania,1974,12,collision,0.0
1975-01-03,12:56,"Near Nha Trang, Vietnam",Air America,Da Lat - Nha Trang,Fairchild C-123K,ST-1,20074,9.0,6.0,3.0,9.0,6.0,3.0,0.0,Shot down with a SAM missile.,Vietnam,1975,1,other cause,0.0
1975-01-16,13:16,"Xam Neua, Laos",Aeroflot,Vientiane - Sam Neua,Antonov AN-12,CCCP-70417,1G141-71,16.0,14.0,2.0,16.0,14.0,2.0,0.0,"En route from Vientiane to Sam Neua, the crew encountered poor weather conditions when the airplane struck the slope of a mountain located in the region of Sam Neua. Flying VFR in IFR weather.",Laos,1975,1,other cause,0.0
1975-01-30,13:33,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,Santo Domingo - Port-au-Prince,Douglas DC-3-313,HI-222,2189,30.0,27.0,3.0,2.0,1.0,1.0,0.0,Crashed during take off. Failure of the right engine.,sin dato,1975,1,collision,28.0
1975-03-18,12:56,"Singa, Sudan",Sudan Airways,sin dato,de Havilland Canada DHC-6 Twin Otter 100,ST-ADB,85,6.0,4.0,2.0,5.0,3.0,2.0,0.0,Unknown circumstances.,Sudan,1975,3,other cause,1.0
1975-06-17,12:13,"Pedro Alfonso, Brazil",Varig,Sao Paulo - Porto Nacional - Pedro Afonso - Belém,Hawker Siddeley HS-748-235 Srs. 2A,PP-VDN,1625,15.0,11.0,4.0,1.0,0.0,1.0,3.0,"The aircraft landed with excessive speed and touched down on the last 300 meters of the runway, overran the runway, crossed a street and crashed into a house.",Brazil,1975,6,collision,14.0
1975-07-10,11:57,"Bogota, Colombia",Aerovias Condor,Bogota  - Barranquilla,Lockheed L-188AF Electra,HK-1976,1087,4.0,0.0,4.0,2.0,0.0,2.0,0.0,The cargo plane barely took off when it settled back on the runway and crashed into a DC-6. Both planes destroyed.,Colombia,1975,7,collision,2.0
1975-09-30,12:41,"Barranquilla, Colombia",AVIANCA,Bogota - Barranquilla,Boeing 727-24C,HK-1272,19525/439,4.0,0.0,4.0,4.0,0.0,4.0,0.0,sin dato,Colombia,1975,9,other cause,0.0
1975-11-18,13:29,"Caoba, Guatemala",Aviateca,Uaxactun - Flores,Douglas DC-3,TG-AGA,6142,22.0,18.0,4.0,15.0,11.0,4.0,0.0,Crashed into mountainous jungle in poor visibility and heavy rain.,Guatemala,1975,11,collision,7.0
1975-11-22,14:35,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Sofia - Varna,Antonov AN-24B,LZ-ANA,67302707,48.0,45.0,3.0,3.0,2.0,1.0,0.0,Crashed shortly after takeoff. Stalled crashed. Icing.,Bulgaria,1975,11,collision,45.0
1975-11-29,13:00,"Hertfordshire, England",Private,sin dato,Piper PA-23-250 Aztec,N6645Y,27-3960,6.0,5.0,1.0,6.0,5.0,1.0,0.0,"Race car driver Graham Hill, 46, was killed when the plane he was piloting got lost in fog and crashed near Elstree Airport.",England,1975,11,collision,0.0
1976-01-08,13:02,"Mactan Island, Philippines",Philippine Aerotransport,sin dato,Britten-Norman BN-2A-21 Islander,RP-C2135,439,7.0,6.0,1.0,7.0,6.0,1.0,0.0,Crashed under unknown circumstances.,Philippines,1976,1,collision,0.0
1976-01-21,13:57,"Near Shanghai, China",CAAC,Guangzhou - Changsha,Antonov AN-24,B-492,sin dato,40.0,36.0,4.0,40.0,36.0,4.0,0.0,Crashed during the approach. Reasons unknown.,China,1976,1,collision,0.0
1976-01-22,13:08,"Chapeco, Brazil",Transbrasil,Chapecó - Erechim - Porto Alegre,Embraer 110C Bandeirante,PT-TBD,110011,11.0,9.0,2.0,9.0,7.0,2.0,0.0,Crashed during takeoff.,Brazil,1976,1,collision,2.0
1976-02-04,12:43,"Off Santa Maria, Colombia",LAC Colombia,Santa Maria - Curacao,Douglas DC-6A,HK-1389,43519/221,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The cargo plane crashed into the ocean. Engine failure.,Colombia,1976,2,collision,0.0
1976-03-01,12:32,"Sibiu, Romania",Tarom,sin dato,Ilyushin II-14P,YR-ILO,14803061,9.0,5.0,4.0,6.0,3.0,3.0,0.0,Crashed short of the runway.,Romania,1976,3,collision,3.0
1976-03-02,13:23,Southeastern Bolivia,TAM (Bolivia),Camiri - Itaguasurenda,IAI Arava 201,TAM-76,24,22.0,18.0,4.0,19.0,15.0,4.0,0.0,Crashed in the jungle while en route. Cause unknown,sin dato,1976,3,collision,3.0
1976-04-02,13:08,"Near Puerto Asis, Colombia",SATENA,Florencia - Puerto Asis,Douglas DC-3,FAC-676,sin dato,16.0,14.0,2.0,5.0,4.0,1.0,0.0,Crashed into a lake while on approach in heavy rain.,Colombia,1976,4,collision,11.0
1976-04-14,13:50,"Neuquen, Argentina",Yacimientos Petroliferos Fiscales,sin dato,Hawker Siddeley HS-748 2,LV-HHB,1540,34.0,31.0,3.0,34.0,31.0,3.0,0.0,Structural failure and in-flight separation of the right wing. Fatigue cracks attributed to stress due to design. These cracks became critical sooner than anticipated. The cracks remained undetected and became critical because the manufacturer's inspection program for the area was insufficiently.,Argentina,1976,4,structural failure,0.0
1976-05-05,12:25,"Camuigan, Philippines",Philippine Aerotransport,sin dato,Britten-Norman BN-2A-21 Islander,RP-C2140,450,10.0,8.0,2.0,4.0,4.0,0.0,0.0,Unknown cause.,Philippines,1976,5,other cause,6.0
1976-08-02,12:38,"Near Tehran, Iran",Korean Airlines,"Tehran, Iran - Seoul, Korea",Boeing 707-373,HL7412,19715/642,5.0,0.0,5.0,5.0,0.0,5.0,0.0,Instead of turning on course the cargo plane continued straight and hit a mountain.,Iran,1976,8,other cause,0.0
1976-08-28,11:39,"Ho Chi Minh City, Vietnam",Air France,Ho Chi Minh City - Bangkok,Sud Aviation SE 210 Caravelle III,F-BSGZ,83,20.0,15.0,5.0,1.0,1.0,0.0,0.0,A hijacker set off two grenades in the cabin and was killed.,Vietnam,1976,8,other cause,19.0
1976-10-04,12:41,"Nairobi, Kenya",Emirates Air Transport,Sharjah - Djibouti City - Nairobi,Douglas DC-7CF,TZ-ARC,45467/970,4.0,0.0,4.0,4.0,0.0,4.0,0.0,The cargo plane struck Mt. Kenya while descending to land. Descended prematurely.,Kenya,1976,10,other cause,0.0
1976-10-28,13:04,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,Petrolina - Recife,Embraer 110C Bandeirante,PT-TBA,110004,7.0,5.0,2.0,2.0,0.0,2.0,0.0,The airplane was seen to initiate a turn to the left when it stalled and crashed in a field.,Brazil,1976,10,collision,5.0
1976-11-04,13:37,"Banjarmasin, Indonesia",Bali International Air Service,Manado -Gorontalo - Palu - Balikpapan - Banjarmasin,Fokker F-27 Friendship 100,PK-KFR,10142,38.0,33.0,5.0,29.0,25.0,4.0,0.0,"After overshooting the runway, a go-around was initiated but abrupt application of power made an engine autofeather after which the plane crashed.",Indonesia,1976,11,collision,9.0
1976-11-05,12:46,Atlantic Ocean,Inair Panama,Curacao - Port-au-Prince,Douglas DC-3,HP-671,43073,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The cargo plane went missing between Curacao - Port-au-Prince.,sin dato,1976,11,other cause,0.0
1976-12-31,13:07,"Near Trujillo, Peru",Faucett,Trujillo - Tarapoto,Douglas C-54A-1-DO,OB-R-247,7462,19.0,14.0,5.0,19.0,14.0,5.0,0.0,Struck the slope of Mt Pintado located 25 km north of the airport shortly after taking off from Trujillo.,Peru,1976,12,other cause,0.0
1977-01-14,13:03,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,C-GNTB,463,12.0,9.0,3.0,12.0,9.0,3.0,0.0,Crashed into Little Herman Mountain while on approach.,Canada,1977,1,collision,0.0
1977-01-20,12:25,sin dato,North Canada Air,sin dato,Bristol 170 Freighter 31M,C-FWAD,13253,2.0,0.0,2.0,1.0,0.0,1.0,0.0,The cargo plane stalled nearly vertical and crashed. Shifting cargo.,sin dato,1977,1,collision,1.0
1977-02-11,12:26,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,sin dato,Avia 14T,OK-OCA,190013167,5.0,2.0,3.0,4.0,2.0,2.0,0.0,The cargo plane crashed short of the runway while attempting to land. Failure to follow the prescribed flight path and decision height in marginal weather.,Slovakia,1977,2,collision,1.0
1977-02-28,12:43,"Near Saglouc, Canada",Survair,sin dato,Douglas DC-3,C-FNAR,13154,10.0,7.0,3.0,4.0,2.0,2.0,0.0,Crashed in whiteout conditions. Possible spatial disorientation on final.,Canada,1977,2,collision,6.0
1977-03-01,13:04,"Off Aden, Yemen",Alyemda,Aden - Al Kari,Douglas DC-3,7O-ABF,13475,21.0,17.0,3.0,19.0,16.0,3.0,0.0,Crashed into the ocean. Engine failure.,Yemen,1977,3,collision,2.0
1977-03-29,13:14,"Bainaha Valley, Indonesia",Merpati Nusantara Airlines,Palu - Toli Toli,de Havilland Canada DHC-6 Twin Otter 300,PK-NUP,486,23.0,20.0,3.0,15.0,13.0,2.0,0.0,"After spotting a mountain in front of him, the pilot applied full power and went into a steep climb. The plane stalled and crashed into trees.",Indonesia,1977,3,collision,8.0
1977-04-10,13:47,"SW of Bogota, Colombia",El Venado,Villavicencio - Bogota,Douglas DC-3-3A,HK-556,4958,35.0,31.0,4.0,35.0,31.0,4.0,0.0,Crashed on the slopes of the Rio Guape mountains. Found 1 month later. Deviation from course.,Colombia,1977,4,collision,0.0
1977-04-19,13:07,"Tapa AFB, Estonia",Military - Soviet Air Force,Parnu - Tapa,Antonov An-24,sin dato,sin dato,21.0,15.0,6.0,21.0,15.0,6.0,0.0,Crashed into a building while attempting to land in snow and poor visibility.,Estonia,1977,4,collision,0.0
1977-04-27,13:22,"Guatemala City, Guatemala",Aviateca,sin dato,Convair CV-440,TG-ACA,143,28.0,22.0,6.0,28.0,22.0,6.0,0.0,Failure of the No. 1 engine due to lack of oil. Mantenance error. Incorrectly connected high pressure oil hose.,Guatemala,1977,4,other cause,0.0
1977-06-03,13:21,"Natal, Brazil",Military - Brazilian Air Force,sin dato,Embraer C-95 Bandeirante,FAB2157,110057,18.0,16.0,2.0,18.0,16.0,2.0,0.0,sin dato,Brazil,1977,6,other cause,0.0
1977-06-20,13:18,"Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,Carrasco - Salto-Nueva Hesperides,Embraer 110C Bandeirante,CX-BJE,110083,15.0,13.0,2.0,12.0,10.0,2.0,0.0,Crashed into trees while making an ILS approach.,Uruguay,1977,6,collision,3.0
1977-07-20,13:47,"Vitim, Russia",Aeroflot,Vitim - Irkutsk,Ilyushin IL-14M,CCCP-52096,086806109,40.0,34.0,6.0,40.0,34.0,6.0,0.0,"The crew attempted to take off in tailwind, stalled, contacted trees and crashed",Russia,1977,7,collision,0.0
1977-09-04,13:42,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,Guayaquil - Cuenca,Vickers Viscount 764D,HC-BCL,185,33.0,29.0,4.0,33.0,29.0,4.0,0.0,Struck a mountain peak in the Cajas mountains  in poor weather . Flying VFR in IFR conditions.,Ecuador,1977,9,other cause,0.0
1977-09-08,13:18,"Mt. Loi Hsam Hsao, Burma",Burma Airways,Mongasat - Keng Tung,de Havilland Canada DHC-6 Twin Otter 300,XY-AEH,540,19.0,16.0,3.0,19.0,16.0,3.0,0.0,Crashed in the jungles of eastern Burma.,Burma,1977,9,collision,0.0
1977-11-03,13:15,"San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,Palenque - San Cristobal de las Casas,Britten-Norman BN-2A-8 Trislander,XA-FUA,0388,13.0,12.0,1.0,13.0,12.0,1.0,0.0,"Exploded, crashed and burned on approach.",Mexico,1977,11,collision,0.0
1977-12-24,13:03,"Willemstad, Curacao, Netherlands Antilles",Valley Air Service,Charlotte Amalie-Willemstad,Piper PA-31-350 Navajo,N9164Y,31-217,10.0,8.0,2.0,10.0,8.0,2.0,0.0,sin dato,sin dato,1977,12,other cause,0.0
1977-12-29,13:23,"Cuenca, Ecuador",Servicios Aereos Nacionales,Guayaquil - Cuenca,Vickers Viscount 764 D,HC-BEM,183,24.0,20.0,4.0,24.0,20.0,4.0,0.0,Crashed into a hill while descending for a landing. Flying under VFR in IFR conditions.,Ecuador,1977,12,collision,0.0
1978-01-31,13:29,"Eirunepe, Brazil",TABA,sin dato,Embraer 110P Bandeirante,PT-GKW,110128,14.0,12.0,2.0,2.0,0.0,2.0,0.0,Crashed during takeoff.,Brazil,1978,1,collision,12.0
1978-04-29,13:08,"Bogota, Colombia",LAC Colombia,Bogota - Barranquilla,Douglas C-118A,HK-1705,43565/243,12.0,9.0,3.0,8.0,5.0,3.0,0.0,Crashed on farmland six miles outside of Bogota shortly after taking off.,Colombia,1978,4,collision,4.0
1978-06-23,13:03,"Saint John's, Newfoundland",Gander Aviation,Saint John's - Saint Anthony,Beech Queen Air A80,C-GGAL,LD-233,10.0,8.0,2.0,10.0,8.0,2.0,0.0,Crashed in heavy fog while attempting to take off.,Newfoundland,1978,6,collision,0.0
1978-06-26,13:21,"Off Bergen, Norway",Helikopter Service,Bergen - Stratjford-A,Sikorsky S-61N,LN-OQS,sin dato,18.0,16.0,2.0,18.0,16.0,2.0,0.0,The helicopter crashed 87 miles northwest of Bergen on a ferry run to an oil drillilng platform.,Norway,1978,6,collision,0.0
1978-08-14,13:15,"Sogamoso, Bolivia",Aeropeca,Bucaramanga-Leticia-La Paz,Curtiss C-46,HK-1350,22557,18.0,15.0,3.0,18.0,15.0,3.0,0.0,"The aircraft, flying VFR, collided with a mountain in deteriorating weather condtions after being blown off course which went unnoticed because of lacking navigational equipment.",Bolivia,1978,8,other cause,0.0
1978-08-26,13:07,"Papun, Burma",Burma Airways,Papun-Rangoon,de Havilland Canada DHC-6 Twin Otter 300,XY-AEI,541,14.0,11.0,3.0,14.0,11.0,3.0,0.0,Crashed shortly after taking off from runway 18.,Burma,1978,8,collision,0.0
1978-09-03,12:27,"Conakry, Guinea",Air Guinee,Conakry - Bamako,Ilyushin IL-18,3X-GAX,187009803,17.0,9.0,8.0,15.0,8.0,7.0,0.0,Crashed in a swamp.,Guinea,1978,9,collision,2.0
1978-09-03,13:13,"Coal Harbour, BC, Canada",AirWest Airlines,Victoria harbor - Victoria Harbor Water Aerodome,de havilland Canada Twin Otter 200,C-FAIV,215,13.0,11.0,2.0,11.0,9.0,2.0,0.0,"While on approach, the aircraft yawed to the left and plunged into the ocean in a left-wing and nose-down attitude and sank. In-flight failure of the left-hand inboard flap control rod that led to a sudden retraction of the complete left-hand flap system and sudden loss of control.",Canada,1978,9,other cause,2.0
1978-09-09,13:08,"Near Mexico City, Mexico",Lineas Areas del Centro,Mexico City - Morelia,de Havilland Canada DHC-6 Twin Otter 100,XA-BOP,18,21.0,19.0,2.0,18.0,17.0,1.0,0.0,Flew into a mountain.,Mexico,1978,9,other cause,3.0
